1000;status;CdgStill
3000;status;CdgMoving
3000;status;HwMoving
9000;status;HwStill
12000;status;HwMoving
13000;status;HwStill
15000;status;HwMoving
16000;status;HwStill
17000;status;HwMoving
18000;status;HwStill
18000;status;HwMoving
19000;status;AmsStill
30000;status;AmsMoving
31000;status;AmsStill
